,0
197,"Murat TRGT
@Murat_TURGUT
·
7 Eki 2023
@SuperYardim
 Yeni taşınacağım ev için nakil talebinde bulundum ama müşteri temsilcisi orda port yok diyor. Kiracı giderken portu yanında götürmedi herhalde sayın yetkili. 96 saat sonra süreç başlayacak diyor. 4 gün ne yapacağız biz ?
12"
198,"'uA' Özkan Oflaz
@ozkanoflazz
·
6 Eki 2023
@SuperYardim
 ya nakil süreci ayrı bir eziyet yaşattığınız yetmedi, birde interneti kullanılırken durduk yere modem internet ışığı kırmızıya döndü bağlanamıyoruz. Yazıklar olsun 
@Turkcell
1
34"
199,"arzu
@arzu_lar_
·
17 Eki 2023
@SuperYardim
 @TurkcellHizmet
 Evimdeki interneti şirketinize taşırken yaptığımız görüşmede 1. yıl 249, 2. yıl 269 tl olarak anlaştık; ne yazıkki şu an aboneliğimin 1 yıl 264 tl olduğunu gördüm, bir kıymeti yok ise neden konuşmaları kayıt altına alıyor ve yardımcı olamıyorsunuz?
5"
200,"H.KaanKırcı
@DenthhVader
·
16 Ara 2023
@SuperYardim
 6 gündür sürekli ttelekom kaynaklı diyerek internetim yok, top atmalarınızdan bıktım ttelekom böyle bir sorum yok hattınızda derken siz onlara atıyorsunuz, gerçekçi bir çözüm bulamayacaksanız ben iptal yoluna ve başka şirkete geçme yoluna başvuracağım.
1
18"
201,"RIDVAN
@thebayezit
·
13 Oca
@SuperYardim
 hakkımı hiçbirinize helal etmiyorum....
7"
202,"Cem
@CA_1923
·
21 Eyl 2023
@SuperYardim
 merhaba böyle bir numara 
@Turkcell
 Superonline adina arayip tarifemin bittigini yenileyeceklerini soylediler ancak sistemden bakinca Mart 2024 gorunuyor bitis. 850 ‘li numara olunca guvenmeyip talebi reddetmistim. Boyle bir numaraniz var mi merak ettim?
1
62"
203,"Bir sorun oluştu. Yeniden yüklemeyi dene.
Yeniden dene"
204,"Tekin
@terapist033
·
26 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
Superonline yardımcı olur musunuz, alt yapı olmadığı için Superonline bağlayamıyoruz alt yapı ile ilgili yardımcı olmanızı rica ediyorum...
1
37"
205,"tirbu
@tirbucs2
·
16 Eki 2023
@SuperYardim
 abi niye internet yok amk
1
2
963"
206,"N K
@NK5766081146517
·
1 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
İşin daha kötüsü benim evde tamir edecek kişiyi beklememi istiyorlar. Ben bütün gün evde yokum. Bana 10 dakkaya evdeyiz deseler ben nasıl yetişeyim. Bu bölgede 5 gibi çalışıyorlarmış. Hangi gün geleceklerini bilmeden her gün 5 de evdemi olayım.
1
6"
207,"İsmet Gümüş
@IsmetGumus78
·
8 Eki 2023
@SuperYardim
 merhaba istanbul kartal soganlık yeni mahalle muş sokak no 29 ün önünde bulunan fiber kablo kutu kapağınız kırık. Kaldırımı kullananlar için tehlike arz ediyor lütfen müdahale edin
1
147"
208,"Atlas ile Arasın Babası
@sevki_deniz
·
16 Eki 2023
@SuperYardim
 sizin kadar berbat firma görmedim. 2 haftada bir bağlantı sorunu yüzünden müşteri hizmetleriyle görüşüyorum. Geçiçi olarak sorun çözülüyor fakat 2 hafta sonra tekrar aramak zorunda kalıyorum. Kendim gidip düzgün bir modem alıyorum, fiber altyapısı güvenliği sebebiyle
1
20"
209,"Emircan Korkmaz 𐱅𐰇𐰼𐰜
@EmrcnKrkmz
·
23 Kas 2023
@SuperYardim
 kardeşim Türk Telekom sürekli gelip sizin binaya bağladığınız kutuyu söküp atıyor bu iş ne olacak böyle!!!! Acil çözüm istiyorum beni mağdur etmeye hakkınız yok!!!!!
1
32"
210,"Serkan Paşa
@MrSfensky
·
21 Ara 2023
@SuperYardim
 @Fiberintenet
 Superonline pişmanlıktır. 500 mbps olarak satılan internet. 94 mbps olarak vermekte. Müşteri hizmetlerini aradığımda sorun yok interneti alıyorsunuz diyorlar. 500 mbps nerede dediğimde 300 TL ye ekip gönderebiliriz diyorlar.
1
52"
211,"Sercan Gökce
@SercanGkce1
·
28 Kas 2023
@SuperYardim
 3 4 gündür internet bağlantimız yok biri ilgilenebilir mi
1
12"
212,"ESRA BAYKAL
@EBaykal
·
21 Eki 2023
@SuperYardim
 evden çalışan bir insana, evde kesilen internet için 24 saatte geliriz yanıtı tam bir saçmalık oluyor…
7"
213,"tice-he
@merthece
·
14 Kas 2023
@SuperYardim
  kaç hündür internetimiz yok . Geldiği zamanda bir gelip bir gidiyor . Evde  bile telefon da internet kullansmıyoruz .Türkcellde ohhh yazıyor .Bu ne bicim bir hizmet .Bedavadan kazanmak bir an önce interneti açın
1
15"
214,"merve
@mervemmmsodl
·
6 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
gercekten yaptıgınız sey buyuk haksızlık benım kardeslerım derslere calısamıyor altyapı yok superbox lımıtsız olmamasına ragmn dünyanın parası bana yardımcı olmasnızı ıstıyorum
1
15"
215,"musa akcaoglu
@musakcglu
·
18 Ara 2023
@SuperYardim
 YALANCI superonline 10695259  müşteri nolu nakil işlemi mi 3 iş gününde tamamlanacağını söyleyerek kandırıp 12  iş günü geçmesine rağmen genel merkezlerine 159733955 nolu şikayeti mi iletip 24 saat içinde kesinlik ile çözülecek deyip 7 gündür aramaya tenezzül etmeyen
1
1
60"
216,"N K
@NK5766081146517
·
1 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
Aldığımdan beri sorun yaşıyorum. Yeni modem bozulması neden oluyor ? Call Center her seferinde aynı otomatik cümleleri kuruyor. Eskiden konuşulan insanlar olurdu şikayet talep departmanı gibi, şimdi Call Center biz almıyoruz diyip geçiştiriyor. İnternet gitmesi demek tv de yoksak
4"
217,"Tt
@tarabzan
·
4 Oca
@SuperYardim
 adlı kişiye yanıt olarak
Bu nasıl bir internet hızı? 500mbps diye aldık , hız bu
1
21"
218,"Mukaddes
@mukaddes_metin
·
19 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
Ev internetim 2 haftadır arızalı, defalarca kayıt oluşturdum ne zaman düzelir, kullandığım internetin parasını ödeyecek miyim, 
@SuperYardim
2"
219,"yellow&red
@Mdysonmus
·
9 Oca
@SuperYardim
 velhasıl arıza kaydı actirmamiza rağmen yapacak birsey yok diyorlar.2 yıl boyunca turk telekom ile izlediğim tv şimdi bomboş tablo gibi duvarda asılı duruyor. Bana superonline yetkilisi elif hanım aynı sorun ile ayda 4 defa arıza kaydı açılırsa fesih hakkın var dedi
1
85"
220,"Çınar
@CinarYadigar
·
29 Ara 2023
@SuperYardim
  12019939 nolu aboneyim. Salı gününden itibaren arıza kaydı bıraktım dönüş Yok, merak ediyorum bu yıl bitermi çalışmanız. Hizmet alamadığım abonelik iptali için 1820 TL Cayma bedeli istemek ahlaki mi. Amacınız nedir ? 
@Turkcell
 @BorsaKahini_
 @bulentuslu1903
 #BIST30
2
1
37"
221,"Melih Öztürk
@snmelih
·
13 Ara 2023
@SuperYardim
 hizmetlerinize Aralık ayı içinde %50 zam mı yaptınız?.
4"
222,"Rıdvan Tekeş
@ridwantekes
·
2 Kas 2023
@SuperYardim
 sayın yetkili yeni sözleşme ile modem değişikliği talep ettim. Şuana kadar bir modem elime ulaşmadı. Yeni modemim ne zaman gelir
1"
223,"Ersin Ata #yazar
@ErsinAta
·
3 Oca
@SuperYardim
 merhabalar kullandığım internet çok yavaş ilgilenebilirmisiniz ?
1
46"
224,"h.Kdnz
@hakan60tokat
·
19 Eyl 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 Bunedir Allah aşkına 2 gündür defalarca aramanıza rağmen bir arıza giderilebilir resmen dolandırıcılık yapıyorlar binada sorun var deniyor gelen yok giden yok Birdaha tövbe türkcell den İnternet alırsam sakın kimse yanasmasin
2
28"
225,"Okan Akçalı
@Akcaliokann
·
30 Eki 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 saçma sapan bir taahüt sürecinizden dolayı vermiş olduğunuz kaliteli internete bu yaklaşım yakışmadı bu şekilde olmaz
10"
226,"Neclasrl
@neclasrl
·
19 Oca
@SuperYardim
 kesinlikle abone olunmamasi gereken bir kurum hizmet vermeden fatura odettiren ve hizmet susmalarına rağmen iptal isteyince üstüne abartı bir iptal parası isteyen bir kurum.
1
10"
227,"d’
@Mertdirenn
·
30 Ara 2023
@SuperYardim
 yine internet yok kafayı yersin ALMAYIN
1
33"
228,"ByKorkut
@bykorkut
·
28 Ara 2023
@SuperYardim
  herşey satana kadar zihniyetinizden vazgeçin 3 gündür internetim yok böyle rezillik olabilir mi
2"
229,"1
@4n0n1m4l1ty
·
27 Eyl 2023
@SuperYardim
 internet hızım yavaş yardım lütfen
1
52"
230,"Seda NAZ
@sedaa_naz
·
24 Eyl 2023
@SuperYardim
 gerçekten sabır bırakmadınız insanda 2 haftadır internet yok ve 30 eylülde gelecek tahmini diyorsunuz??? arıyorum, açık konusmak gerekirse bu tarihte de geleceği net değil diyor müşteri temsilciniz! Kimse gelip bir çalışma yapmıyor. Yardımcı olunmayacak mı artık ????
1
19"
231,"Yusuf AKSU
@Yusuf_AKSU64
·
18 Eyl 2023
@SuperYardim
  taahhüdümün son atı diye bir ay 100 mgbit internet hediye ettiniz güya. Ama internet maşallah uçuyor. Yazık size. Nasılsa bitiyor taahhüt.  bir daha görüşmemek üzere kurtuluyorum sizden. Sakın yaklaşmayın süperonline
1
16"
232,"Meryem Dila
@Meryemdilaa
·
26 Eyl 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 @TcellPlatinum
 internet hizimin azalacagna dair sms alinca hemen odemeyi gerceklestirdim ve neden boyle oldugunu anlamak icn musteri temsilcisiyle gorusme sagladim. Ve sunu ogreniyorum ki saglik ve bankayla alakali yasanan aksaklik sonucu(4)
59"
233,"fatih de
@fatihdovucu
·
3 Ara 2023
@SuperYardim
 merhaba 24 saattir internetimiz kesik ve buna bağlı TV plus izleyemiyoruz.Mobil internetimiz tükenmek üzere,mağduriyetimizi nasıl giderebilirsiniz?
2
21"
234,"ziyauz
@ziyauz
·
3 Eki 2023
@SuperYardim
 3.güne girerken hala fiber internet hizmetini alamıyoruz tüm site olarak çözüm sunabilecek misiniz süslüpüslü reklam yapmak yerine.
1
24"
235,"hakaaan
@hakan61bektas
·
28 Eyl 2023
@SuperYardim
 nasıl bir şirketsiniz bir arızayı saatlerdir gidermediniz öğlen saatlerinde giden bir internet gece 12 olmasına rağmen hala gelmedi
1
14"
236,"Bülent Gümüş, PhD
@DrBGumus
·
4 Oca
@SuperYardim
 müşteri hizmetleri hattınızı aradım sesli yanıt sisteminiz bozuk olduğu için İngilizce'yi seçip Türk arkadaş (Tuğba) Türkçe biliyor olmasına rağmen İngilizce konuşarak sorunu çözmeye çalıştık :)
1
31"
237,"sıracettin aslan
@sirac1982
·
29 Kas 2023
@SuperYardim
 ey dolandırıcılar. 3 hafta önce e devlet üzerinden iptal için vaşvuruda bulundum ama bana ulaşamıyorsun diye aboneliğimi iptal etmemişsiniz Ey...... O boşlukları siz doldurun. Faturam konusunda bana ulaşan superonlayn neden abone iptali için bana ulaşamıyor
1
13"
238,"Mehmet Arslanboğa
@m_arslanboga
·
11 Kas 2023
@SuperYardim
 merhaba acaba bunu siz mi değiştiriyorsunuz yoksa 
@karsiyaka_bel
 mi?
1
586"
239,"Eecan Kahya
@ercankahya2010
·
25 Eki 2023
@SuperYardim
 adlı kişiye yanıt olarak
istanbulun göbeğinde yaşıyorum ve tam 9 gündür superonline arizami gideremedi siz ne hızından bahsediyorsunuz. Tam 9 gün oldu ya ben böyle bir rezalet görmedim 9 gün ne demek ya, olmuyorsa olmuyor dersiniz, her seferinde hallediyoruz efendim diye insanları kandirmayi
70"
240,"Onur Karaarslan
@EyeOfTheHuman
·
26 Ara 2023
@SuperYardim
 internet bağlantı talebim bilgim dahilinde iptal edilmiş ve tekrar fiber internet bağlatmamın mümkün olmadığı söyleniyor. lütfen iptal edilen talebimin tekrar işleme alınmasını sağlar mısınız ?
1
20"
241,"Şubat
@subataslan
·
12 Ara 2023
@SuperYardim
 İnternet son zamanlarda sürekli kesiliyor, bir saattir yok. Sebebi ne bunun?
2
29"
242,"Mehmet Ali ÖZDAŞ
@mehmetaliozdas
·
8 Eki 2023
@SuperYardim
 @Turkcell
 İstanbul Tuzla bölgesinde günlerdir herhangi bir bilgilendirme yapılmadan uzun saatler boyu internet kesintisi yaşıyoruz. 10 yıllık aboneyim. Ayda 400₺ ödediğim bir hizmetin karşılığı bu olmamalı. Bu sene taahhüt yenilediğim için pişmanım! Yaziklar olsun!
1
51"
243,"esra’cım
@whorichlove
·
1 Ara 2023
@SuperYardim
  Superonline hangi konuda süpersin acaba ??
Son bir ıkı haftadır düzelmeyen internet problemi. Sistemden bile hata algılamıyorsun bravooo. Allahtan kontrat bitiyor hayatta yenilemem artık.
1
127"
244,"Solmaz Doguturk
@SolmazDoguturk
·
6 Eki 2023
@SuperYardim
  Ekipler çalışıyor cevabını vereceksiniz. Biz çalışan ekip görmüyoruz. Ama bıkmadan buradan size aynı şeyleri yazmaya devam edeceğim.
1
10"
245,"Harun DUMAN
@Harunduman54
·
30 Ara 2023
@SuperYardim
  müşteri hizmetleri ile Çarşamba günü yapmış olduğumuz görüşme sonrası cumartesi yani bugün modem takılması için randevu oluşturdum lakin bu saate kadar ne gelen nede arıyan oldu ve ben bu iş için işimden izin aldım bugün bu bağlantıyı yaparmisiniz lütfen.
1
15"
246,"Burak Adıgüzel
@buraktde
·
15 Kas 2023
@SuperYardim
 berbat bir müşteri hizmetleriniz var.
Sürekli telefonu suratımıza kapatıyorlar.
Tek İnternet sağlayıcısı falan olduğunuzu mu sanıyorsunuz!
1
13"
247,"Ottoman
@Ottoman9799
·
1 Kas 2023
@SuperYardim
 @TurkcellHizmet
 @Turkcell
 @AliTahaKoc
 Merhaba 9 blok 54 daireden oluşan lojmanda Türk Telekom alt yapısı var. Ve benim yan dairem vs bütün lojmanda internet sorunu yaşanmazken benim internetim 2 buçuk gündür yok TTkom ekibi binaya kadar sorun olmadığını söyledi.
2
81"
248,"Mehmet Yavuz
@MehmetY08570084
·
16 Kas 2023
@SuperYardim
 superonline pişmanlıktır. 7 yıllık müşterinizi çalıştırdığıniz yalancılar sayesinde kaybettiniz. Bekle beni 
@TurkNet
1
68"
249,"Uzay’lı & Venüs’lü
@UmayEvren
·
4 Ara 2023
@SuperYardim
 @Turkcell
 2 hafta önce almış olduğun internet aboneliğinizden nasıl zarar görmeden vazgeçebilirim yardımcı olurmusunuz?
1
23"
250,"Enis Veyselli
@enisveyselli
·
28 Eki 2023
@SuperYardim
 
212 999 01 01 numaralı telefonunuz ulaşılamaz durumda  konu hakkında acil yardımlarınızı rica ediyorum
1
22"
251,"Musa Ağaoğlu
@MusaSancar5
·
14 Ara 2023
@SuperYardim
 benim hattım Vodafone ben Turkcell faturalıya geçiş yapacaktım ama uygun tarifeli interneti bol tarifeliye geçiş yapmak istiyorum
1
61"
252,"Arzu
@okumusamele_
·
3 Eki 2023
@SuperYardim
  gunlerdir internete girme sıkıntısı yaşadığım yetmedi şimdi verdiğiniz superbox dan mıdır, hattan mıdır bilemem wi-fi ağı bile görünmüyor ve ben bu kullanmadığım  ve sürekli sıkıntı yaşadığım internet için 600 lira para ödüyorum, şaka mısınız? Arama talebi de boş...
1
35"
253,"Rüya Eneş
@ruyaenes
·
16 Oca
@SuperYardim
 100 Mbps internet ücreti ödüyorum, 30un üzerine çıkmıyor ve sürekli kesiliyor. Müşteri hizmetleri de sistemde sorun olmadığı için yapabilecekleri bir şey olmadığını ve tek muhattabımızın da kendileri olduklarını söylüyor. Ödemesini yaptığım hizmeti neden alamıyorum?
1
45"
254,"Volkan Dere
@TheVolkatron
·
2 Oca
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 Benden habersiz ve onaysiz evimdeki interneti nakil eden. Sonra da beni yilbasi gecesi ve sonrasi internetsiz bırakan sacma sapan her şeye anket yapan ama kalite ile zerre kadar iliskisi olmayan superonline...
1
53"
255,"yücel yazar
@y_yazar
·
29 Kas 2023
@SuperYardim
 teknik elemanlarınızın işi birbirinin üzerine atması sonucu, modem yer değiştirme ücretine 300₺ diyip 600₺ olarak faturaya yansıtmak, aboneyi aldatmak olmuyor mu?
1
13"
256,"fatihyilmaz
@designedbyimac
·
4 Oca
@SuperYardim
 100 mb parası alıp 10 mb hız vermek nasıl bir duygu ?
1
5"
257,"Zeki
@devs_node
·
17 Eki 2023
@SuperYardim
 Discord'a giremiyorum. Kendi internetimle girebiliyorum ama superonline ile giremiyorum?
1
1
107"
258,"Emre Yavuz
@pipILarestreync
·
6 Ara 2023
@SuperYardim
 koca Bursa’da internet yok ve hiç bir yedek planınız yok. Rezilsiniz
18"
259,"S. Yunus Nişancı
@catlakenginar
·
26 Oca
@SuperYardim
 gece 03.30 ve tam 12 dakikadır kurumsal temsilcinin telefona cevap vermesini bekliyorum. Bütün Türkiye'ye 1 kişi mi bakıyor? Ya da 7/24 temsilci yok mu?
1
26"
260,"Bilgin
@Bilgin571103495
·
19 Oca
@SuperYardim
 adlı kişiye yanıt olarak
akşemsettin mah ülker sitesi e blok daire 10  Eyüpsultan da yaklaşık 15 gündür internetimiz yok defalar ca aramamıza rağmen bizimle dalda geçer gibi tamam bakıcaz binaya internet te  girişte problem var durmadan bahane uyduruluyor ama bir türlü çözüm yok
1
33"
261,"Volkan ÖZDEİR
@Volkan_Ozdemir
·
16 Ara 2023
@SuperYardim
 internet çok kötü ping sürekli yüksek
1
11"
262,"ugly_kid_joe
@ugly_kidd_joe
·
5 Kas 2023
@SuperYardim
 100megabit internet hızı 15 gündür...Leş otesi ..Aferim size
1
23"
263,"Solmaz Doguturk
@SolmazDoguturk
·
2 Eki 2023
@SuperYardim
  lütfen lütfen lütfen ilgilenin daha ne kadar sürecek bu eziyet.
1
12"
264,"Oguns
@h_oguns
·
28 Eki 2023
@SuperYardim
 beni sms'lerle daha kaç kez taciz etmeyi planlıyorsunuz? Sizin bu saçmalığınız yüzünden paketi uzatmayıp başka firmaya geçmeyi düşünmeye başladım!
1
8"
265,"Okay
@OkayKayaa
·
25 Eki 2023
@SuperYardim
 Bağlantı hızımız kötü, hem telefonda hem superbox ta. Böyle ışık hızı olmaz. Verdiğimiz paraya yazık. Şikayet bildiriyorum, sorun yok diye geri dönüyorsunuz. Şehrin göbeğinde 2023 yılında internet hızına bakın lütfen.
1
65"
266,"harmanım
@harmanprcs
·
14 Oca
@SuperYardim
 adlı kişiye yanıt olarak
Paylaştım.
1
674"
267,"ufuk
@puccaleyte
·
8 Ara 2023
@SuperYardim
  sitemize belli bir indirme hizinda internet istedik. Oo hemennayarlariz hic sikinti değil diyip interneti baĝladilar. ve hizi sağlayamadılar.10 gün oyaladilar. Ve şimdi biz iptal.etmeknisteyince para istiyorlar. Yazıklar olsun bu ikinci kez maduriyet yasatiyorsunuz.
2
21"
268,"parallaxx
@parallaxx
·
6 Ara 2023
@SuperYardim
 1 hafta önce kopma ve hız sebebiyle modemi değiştirildi.Yeni kurulan modem VDSL 2 ZTE cihazı. Paylaşımımdaki gibi ZTE ‘nin ana sunucusundan kaynaklanan kopmalar yaşamaya başladım bugun. Desteğinizi rica ediyorum
1
23"
269,"Selami EKMEKCİ
@ihso2005
·
7 Ara 2023
@SuperYardim
 @btk
 Yalın Vdsl taahhütsüz tanışma paketleri 24 mbps için kotalı 500 gb. kullananlar için neden geçiş yapabileceğimiz paketlerde bir tek seçenek bırakıyorsunuz? Tüketicisini düşünen eski müşterilerini koruyan Turkcell i istiyoruz.
30"
270,"BRKTRYK
@brktryk_
·
12 Oca
@SuperYardim
 2 gündür internet yok , kayit acilmasina ragmen dönüs yok
1
11"
271,"sümeyye
@smeyyeplk
·
31 Eki 2023
@SuperYardim
 8 AYDIR yaşadığım bağlantı problemim tüm müşteri hizmetleri çağrılarıma, arıza kayıtlarıma rağmen hız kesmeden devam ediyor. Sadece ÇÖZÜM istiyorum. 8 AYDIR çözüm de yok.
6"
272,"dmL
@miracledmL
·
30 Kas 2023
@SuperYardim
 internet bağlantımız kopup kopup duruyor sürekli wifi kapatıp açmamız gerekiyor
1
24"
273,"aydin_1661
@aydin_1661
·
3 Eki 2023
@SuperYardim
 sizin İnternetinizi sevsinler, kablolarinizida
1
2"
274,"burak sezginer
@lastburak
·
30 Eki 2023
@SuperYardim
 İstanbul esenkent esenyurt ta arıza var akşam 8 e kadar İnternet yok fakat siz sadece turkcell hattı olanlara yardım sağlıyorsunuz diğer hatları kullananlar insan değil mi...
1
19"
275,"Erdem D.
@erdemdofficial
·
24 Ara 2023
@SuperYardim
 Yıl olmuş 2023. İstanbul’un göbeği Üsküdar’da kullandığımız internet. Şair Ruhi Sk. biran evvel fiber alt yapı getirilmeli 
@TurkcellHizmet
1
24"
276,"Ş@~K@
@fraktalll
·
11 Ara 2023
@SuperYardim
 falan #ışıkhızında yız gibi 
@Turkcell
 hizmetlerine çok inanmamak gerekiyor. Abone olurken gerçekten #ışıkhızı abonelik biteceği zaman çok sallamıyorlar.
10"
277,"Hasan sarıoğluu
@sar_ogluu
·
8 Oca
@SuperYardim
  2.5 ay oldu halen internet hız problemi yaşıyorum defalarca aradım defalarca talep oluşturdum ama değişin bişeyyok
1
14"
278,"hckml
@hacikamil
·
29 Kas 2023
@SuperYardim
 abone olmak icin bir turlu ulasamiyorum size lutfen yardim 
1
9"
279,"Hasan Özkan
@hasan_ozkan35
·
20 Kas 2023
@SuperYardim
 500mbit internet kullanıyorum ve aldığım hız bu. Sizi aradığımda bu normal bir durum sorun yok diyorsunuz? Ciddi misiniz gerçekten 
@Fiberintenet
1
13"
280,"A R A S
@Arassenior
·
2 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
6 gündür internet yön 6. Yalandan çözmek için ekip yönlendirme yapıyorsunuz. Ekip uzaydan mı geliyor.
6"
281,"emrah ölmez
@emraholmez_01
·
20 Kas 2023
@SuperYardim
 @Turkcell
  şimdi soru şu 12 megabit sözü verip bu sözü yerine getirmemek mi? yoksa veremediği hizmetin faturasını tahsil etmek mi daha kolay? aylardır sayısız kez aradım ve sizde bana hergün sorunun giderildiğine dair sms attınız. bilerek mi dalga geçiyorsunuz yoksa+
2
23"
282,"oktay demir
@OktayDEM1R
·
22 Eyl 2023
@SuperYardim
 @Fiberintenet
  teşekkürler vermiş olduğunuz süper fiber internet için sene 2023 bizim internete bak.
1
16"
283,"Mehmet T
@muhammed382438
·
16 Ara 2023
@SuperYardim
 Dm bilgilerimi paylaştığım konu için yardımcı olurmusunuz?
2"
284,"Yadigar çelik
@Umydgr79
·
22 Kas 2023
@SuperYardim
 hemen İnternet problemin cozulmesinj istiyorum. Saçma sapan sorularınıza artık muhatap oak istemiyorum. Bir haftadır tüm bilgileri ilettim. Teknik ekibin hatalı bilgisi yüzünden tüm kabloları değiştirdim.
1
6"
285,"Maya Harper
@hmaya7286
·
23 Eki 2023
@SuperYardim
 

Bir aydır ev internetimin nakil olmasını bekliyorum. Taleplerim otomatik kapanıyor. Aradığımda sizi aramışlar, evde yokmuşsunuz filan diyorlar. Bu arada aylık internet param kesiliyor, internetim bağlanmasını için cep telefonumdan ek paket almak zorunda kalıyorum.
12"
286,"hale ozdemir
@halemips
·
21 Eyl 2023
@SuperYardim
 40 dakikada bir bağlantısı kesilen Superbox için 4 arıza kaydı açtım, hepsine “bölgedeki yoğunluk” deyip geçtiniz. biz ücretinizi tam yatırıyoruz ama karşılığındaki hizmeti neden tam alamıyoruz? 
@TurkcellHizmet
 @SikayetvarCom
1
13"
287,"Emine Tuna Hasköylü
@Eminaaaanim
·
11 Oca
@SuperYardim
 5 gündür int.yok, sorun bireysel mi bölgesel mi asla öğrenemiyorum, tek bir kişi tarafından aranmadım. Müşteri temsilcisinden iletişim dersi almaya kadar artık yüz göz olduk. An itibariyle Aralık’23ten bu yana toplam 7 gün evime internet veremediniz, kutlarım!
1
24"
288,"Burak Yılmaz
@_gamersapiens
·
18 Ara 2023
@SuperYardim
 aylardır internetimdeki kopma sorununu çözemediniz kaç kere eve servisiniz geldi hiç bişey yapmadı en son kablomu elektirikçiye tekrar değiştirttim bana acilen ulaşın ve şu sorunu çözün
1
22"
289,"Taner Tunçer
@tankotun
·
2 Eki 2023
@SuperYardim
 sizden internet aldım. interneti bağlarken zorla tv kutusu getirdiniz. istemiyorum dedim, vermemiz lazım size zimmetlendi dediniz. şimdi faturamda 60 tl tv bedeli görüyorum. allah tepenizden tırnağınıza kadar bin belanızı versin. dolandırıcılar!
1
20"
290,"Nadime Şahin
@NadimeSahin
·
25 Ara 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 interneti kullanamıyoruz yeni paket aldığımızdan beri
1
41"
291,"Efe Murat
@efe91684
·
7 Oca
@SuperYardim
 türkcel ekibinin müthiş montajı"
292,"Nuri Gümüş
@NuriGumus03
·
1 Eki 2023
@SuperYardim
 adlı kişiye yanıt olarak
Ekipleriniz başka bir daireye internet bağlarken benim internetimi kesti . 48 saatte düzeltiriz dediniz . Olmadı . Hafta sonu 2 gün internetsiz bıraktınız beni . Bu mudur müşteri odaklılık ? Bu mudur müşteri memnuniyeti ?
1
9"
293,"Özlem
@ozcen1921
·
5 Eki 2023
@SuperYardim
 @TVPlusHerYerde
 @tc_cimer
 28 Eylül de 48 saat içinde yanıtlanacak denilen durum 5 Ekim olmasına rağmen halen sonuçlanmış değil..taahüttümüzü yenilediğimize de, sizin şirketinizden hizmet aldığımıza da bin pişman olduk..Heryere yazıp, şikayet edicem..yazıklar olsun!!!
1
16"
294,"Ali Yerlikaya
@aliyerlikaya_
·
29 Eyl 2023
@SuperYardim
 benim adima oturmadigim ikametim olmayan beylikduzune 2. Aboneligi nasil acarsiniz aboneligim varken bayiileriniz dolandiricimi???
735"
295,"Fikret Kara
@fikretkaraTC
·
9 Ara 2023
@SuperYardim
 +90 850 533 36 33 numaradan sizi aradığımda soruma cevap vermeden yüzüme telefon kapatan terbiyesiz kadını arıyorum 
6"
296,"Mertkan ヅ
@MertkanBayar
·
22 Eyl 2023
@SuperYardim
 14 Eylül günü taşınma talebi ile TV+ ve fiber ürünüm için başvuru yaptım. Ayın 22 şu oldu hala internetim yok, kurulum için arayan soran yok. 532 arıyoruz kanal kaydı, şikayet kaydı açıp açıp duruyorlar. Kesinlikle kimse yardımcı olmuyor. #turkcell #superonline
2
137"
297,"Serkan Çevik
@serkancevik1919
·
29 Eyl 2023
@SuperYardim
 Son kararınız nedir ? 
1
15"
298,"onur yalçın
@onuryalcin
·
30 Ara 2023
@SuperYardim
 Superonline pişmanlıktır...
1
62"
299,"Gökhan ( Gök Tanrısı )
@Bildigingokhan
·
21 Ara 2023
@SuperYardim
 @Turkcell
 Yeni yıl tarifesi kapsamında aşağıda belirttiğim tarifeye geçiş yapmaya çalıştım telefonla arandıktan sonra internet fiyatları yanlıştır.380 değil 430 tl ödeyeceksiniz dendi tv plus zorunlu dediler iptal ettim 180 tl cayma bedeli çıktı aranıp 2000 tl cayma
3
109"
300,"Ali Doğuş
@hasiktirinanmam
·
2 Ara 2023
@SuperYardim
 merhabalar. Geçtiğimiz hafta içinde sokağımda yaptığınız altyapı çalışmasında evime gelen içme suyu hattını patlatıp yerinde tamir ettiniz, ancak bunu yaparken ne kadar çamur pislik var ise su hattıma karışmış. Evimde ne kadar su ile çalışan alet var ise arıza verdi
1
36"
